habilidade_id,no_id_origem,ordem,texto,no_id_destino,correta,feedback
EF.09.MAT.2.94,e11_corrige_evidencia2,1,"Entendido, continuar ➔",e12_quadrado_perfeito2,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e12_quadrado_perfeito2,1,"Entendido, continuar ➔",e13_confere_quadrado2,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e13_confere_quadrado2,1,\( a = x \) e \( b = 2 \).,e14_forma_final2,TRUE,Boa escolha. Verifique \( 2ab \).
EF.09.MAT.2.94,e13_confere_quadrado2,2,\( a = 2 \) e \( b = x \).,e13_corrige_quadrado2,FALSE,A ordem dos termos fica um pouco confusa.
EF.09.MAT.2.94,e13_confere_quadrado2,3,\( a = x^2 \) e \( b = 4 \).,e13_corrige_quadrado2,FALSE,"Se \( a = x^2 \), então \( a^2 = x^4 \), o que não bate com \( x^2 \)."
EF.09.MAT.2.94,e13_corrige_quadrado2,1,"Entendido, continuar ➔",e14_forma_final2,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e14_forma_final2,1,"Entendido, continuar ➔",e15_reflexao_produtos,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e15_reflexao_produtos,1,"Entendido, continuar ➔",e16_valor_numerico2,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e16_valor_numerico2,1,0,e16_feedback_valor2_certo,TRUE,"Correto: \( x + 2 = 0 \), então o quadrado é 0 e o produto também."
EF.09.MAT.2.94,e16_valor_numerico2,2,8,e16_feedback_valor2_errado,FALSE,Reveja o valor de \( x + 2 \) para \( x = -2 \).
EF.09.MAT.2.94,e16_valor_numerico2,3,4,e16_feedback_valor2_errado,FALSE,"Quando a base do quadrado é 0, o resultado não pode ser 4."
EF.09.MAT.2.94,e16_feedback_valor2_errado,1,"Entendido, continuar ➔",e16_feedback_valor2_certo,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e16_feedback_valor2_certo,1,"Entendido, continuar ➔",e17_fracao_simples,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e17_fracao_simples,1,"Entendido, continuar ➔",e17_escolha_fracao,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e17_escolha_fracao,1,Dividindo numerador e denominador por 3x.,e18_fracao_correta,TRUE,Excelente: isso usa fator comum na fração.
EF.09.MAT.2.94,e17_escolha_fracao,2,Somando 3x^2 com 6x.,e17_corrige_fracao,FALSE,Soma não é simplificação de fração.
EF.09.MAT.2.94,e17_escolha_fracao,3,Substituindo x por um número qualquer e calculando.,e17_corrige_fracao,FALSE,"Isso dá um valor numérico, mas não simplifica a expressão."
EF.09.MAT.2.94,e17_corrige_fracao,1,"Entendido, continuar ➔",e18_fracao_correta,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e18_fracao_correta,1,"Entendido, continuar ➔",e19_fracao_composta,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e19_fracao_composta,1,"Entendido, continuar ➔",e19_escolha_fracao_composta,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e19_escolha_fracao_composta,1,Fatorar o numerador colocando \( 2x \) em evidência antes de simplificar.,e20_fracao_composta_fatora,TRUE,Essa abordagem organiza bem a expressão.
EF.09.MAT.2.94,e19_escolha_fracao_composta,2,Dividir \( 2x^2 + 8x \) por 4x termo a termo direto.,e20_fracao_composta_direto,TRUE,"Também funciona, mas fique atento aos detalhes."
EF.09.MAT.2.94,e19_escolha_fracao_composta,3,Somar numerador e denominador.,e19_corrige_composta,FALSE,Somar não é simplificar fração.
EF.09.MAT.2.94,e19_corrige_composta,1,"Entendido, continuar ➔",e20_fracao_composta_fatora,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e20_fracao_composta_fatora,1,"Entendido, continuar ➔",e21_fracao_composta_simplifica,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e20_fracao_composta_direto,1,"Entendido, continuar ➔",e21_fracao_composta_simplifica,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e21_fracao_composta_simplifica,1,"Entendido, continuar ➔",e22_reflexao_fracoes,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e22_reflexao_fracoes,1,"Entendido, continuar ➔",e23_reflexao_final,,Vamos seguir passo a passo.
EF.09.MAT.2.94,e23_reflexao_final,1,"Significa reescrever a expressão de forma equivalente, mas mais organizada, revelando fatores comuns, produtos notáveis e frações reduzidas.",e_final,TRUE,Excelente síntese.
EF.09.MAT.2.94,e23_reflexao_final,2,Significa apenas calcular um valor numérico qualquer.,e_final,TRUE,"Calcular valor numérico é uma etapa, não a definição de simplificação."
EF.09.MAT.2.94,e23_reflexao_final,3,Significa sempre diminuir os números da expressão.,e_final,TRUE,"Às vezes os números mudam, mas o mais importante é a estrutura."
EF.09.MAT.2.94,e_final,1,"Em \( 3x^2 + 6x \), o fator comum \( 3x \) permite escrever a expressão como \( 3x(x + 2) \).",,FALSE,
EF.09.MAT.2.94,e_final,2,"Em \( 2x^2 + 8x + 8 \), colocar \( 2 \) em evidência leva a \( 2(x^2 + 4x + 4) \), que é \( 2(x + 2)^2 \).",,FALSE,
EF.09.MAT.2.94,e_final,3,"Na fração \( \frac{3x^2}{6x} \), dividir numerador e denominador por \( 3x \) resulta em \( \frac{x}{2} \).",,FALSE,
EF.09.MAT.2.94,e_final,4,Todas as afirmativas acima estão corretas.,,TRUE,
EF.09.MAT.3.100,e1,1,"A fórmula \( a^2 + b^2 = c^2 \), mas sem saber de onde ela vem.",e2_formula_sem_origem,TRUE,Ótimo. Vamos descobrir de onde essa fórmula nasce.
EF.09.MAT.3.100,e1,2,Quadrados desenhados sobre os lados do triângulo.,e2_quadrados,TRUE,Excelente. Você já tem uma intuição geométrica importante.
EF.09.MAT.3.100,e1,3,Nada. Nunca vi ou não me lembro.,e2_nunca_viu,TRUE,"Tudo bem. Vamos construir a ideia do zero, com imagens."
EF.09.MAT.3.100,e1,4,"Sei calcular, mas não sei por que a fórmula é verdadeira.",e2_calcula_sem_entender,TRUE,Essa é exatamente a questão desta sessão: entender a validade.
EF.09.MAT.3.100,e2_formula_sem_origem,1,"Entendido, continuar ➔",e3_triangulo_retangulo,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e2_quadrados,1,"Entendido, continuar ➔",e3_triangulo_retangulo,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e2_nunca_viu,1,"Entendido, continuar ➔",e3_triangulo_retangulo,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e2_calcula_sem_entender,1,"Entendido, continuar ➔",e3_triangulo_retangulo,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e3_triangulo_retangulo,1,"Entendido, continuar ➔",e3_identificar_lados,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e3_identificar_lados,1,O menor lado do triângulo.,e3_corrige_lados,FALSE,"Esse seria um dos catetos, não a hipotenusa."
EF.09.MAT.3.100,e3_identificar_lados,2,"Qualquer lado, dependendo de como o triângulo está orientado.",e3_corrige_lados,FALSE,"Não: a hipotenusa é sempre o lado oposto ao ângulo reto, independente de orientação."
EF.09.MAT.3.100,e3_identificar_lados,3,"O maior lado, oposto ao ângulo reto.",e4_enunciado_algebrico,TRUE,Correto. A hipotenusa é sempre oposta ao ângulo de 90°.
EF.09.MAT.3.100,e3_corrige_lados,1,"Entendido, continuar ➔",e4_enunciado_algebrico,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e4_enunciado_algebrico,1,"Entendido, continuar ➔",e5_o_que_significa_quadrado,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e5_o_que_significa_quadrado,1,Significa dobrar o comprimento.,e5_corrige_quadrado,FALSE,"Dobrar seria \( 2c \), não \( c^2 \)."
EF.09.MAT.3.100,e5_o_que_significa_quadrado,2,Significa a área de um quadrado de lado \( c \).,e6_demonstracao_geometrica,TRUE,Exatamente. \( c^2 \) é a área do quadrado cujo lado mede \( c \).
EF.09.MAT.3.100,e5_o_que_significa_quadrado,3,"Não tem significado geométrico, é só uma operação.",e5_corrige_quadrado,FALSE,Tem sim: toda potência de segundo grau corresponde a uma área.
EF.09.MAT.3.100,e5_corrige_quadrado,1,"Entendido, continuar ➔",e6_demonstracao_geometrica,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e6_demonstracao_geometrica,1,"Entendido, continuar ➔",e6_interpreta_figura,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e6_interpreta_figura,1,"\( 2c \), o dobro da hipotenusa.",e6_corrige_figura,FALSE,"Não: o quadrado construído sobre um lado representa o quadrado desse comprimento, ou seja, \( c^2 \)."
EF.09.MAT.3.100,e6_interpreta_figura,2,"\( c^2 \), a área do quadrado de lado \( c \).",e7_verificacao_numerica,TRUE,Exato. Essa conexão entre a figura e a álgebra é o coração da demonstração.
EF.09.MAT.3.100,e6_interpreta_figura,3,A soma dos perímetros de todos os lados.,e6_corrige_figura,FALSE,"Perímetro usa somas de comprimentos, aqui estamos falando de áreas."
EF.09.MAT.3.100,e6_corrige_figura,1,"Entendido, continuar ➔",e7_verificacao_numerica,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e7_verificacao_numerica,1,"Entendido, continuar ➔",e7_confirma_345,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e7_confirma_345,1,"Não, porque os números são muito diferentes entre si.",e7_corrige_345,FALSE,Compare a soma das duas áreas menores com a área maior.
EF.09.MAT.3.100,e7_confirma_345,2,"Sim, porque \( 9 + 16 = 25 \), ou seja, \( a^2 + b^2 = c^2 \).",e8_validade_geral,TRUE,Perfeito. A igualdade confirma o teorema numericamente.
EF.09.MAT.3.100,e7_confirma_345,3,Não dá para saber sem saber o ângulo reto.,e7_corrige_345,FALSE,O ângulo reto já está garantido pela definição do triângulo retângulo.
EF.09.MAT.3.100,e7_corrige_345,1,"Entendido, continuar ➔",e8_validade_geral,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e8_validade_geral,1,"Entendido, continuar ➔",e8_outro_exemplo,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e8_outro_exemplo,1,"\( c = 2 \), mas o teorema só funciona para números inteiros.",e8_corrige_outro_exemplo,FALSE,"Reveja: \( 1^2 + 1^2 = 2 \), então \( c = \sqrt{2} \), não 2."
EF.09.MAT.3.100,e8_outro_exemplo,2,"\( c = \sqrt{2} \), e o teorema funciona mesmo com resultado irracional.",e9_triangulo_invalido,TRUE,"Correto. O teorema vale para qualquer triângulo retângulo, mesmo que a hipotenusa seja irracional."
EF.09.MAT.3.100,e8_outro_exemplo,3,Não é possível calcular porque \( \sqrt{2} \) não é um número.,e8_corrige_outro_exemplo,FALSE,"\( \sqrt{2} \) é um número real, apenas irracional."
EF.09.MAT.3.100,e8_corrige_outro_exemplo,1,"Entendido, continuar ➔",e9_triangulo_invalido,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e9_triangulo_invalido,1,"Um triângulo com ângulos 60°, 60° e 60°.",e9_corrige_invalido,FALSE,"Esse é um triângulo equilátero, sem ângulo reto. Pitágoras não se aplica diretamente."
EF.09.MAT.3.100,e9_triangulo_invalido,2,"Um triângulo com ângulos 90°, 45° e 45°.",e10_reciproca,TRUE,"Correto: tem ângulo de 90°, então é retângulo e o teorema se aplica."
EF.09.MAT.3.100,e9_triangulo_invalido,3,"Um triângulo com ângulos 30°, 60° e 90°.",e10_reciproca,TRUE,"Correto também: tem ângulo de 90°, portanto é retângulo."
EF.09.MAT.3.100,e9_corrige_invalido,1,"Entendido, continuar ➔",e10_reciproca,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e10_reciproca,1,"Entendido, continuar ➔",e10_reciproca_q,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e10_reciproca_q,1,Não é possível saber sem medir os ângulos.,e10_corrige_reciproca,FALSE,A recíproca do teorema permite decidir isso apenas com os comprimentos dos lados.
EF.09.MAT.3.100,e10_reciproca_q,2,"Não, porque os lados não são (3, 4, 5).",e10_corrige_reciproca,FALSE,"Os lados (6, 8, 10) são o dobro de (3, 4, 5). Verifique se satisfazem \( a^2 + b^2 = c^2 \)."
EF.09.MAT.3.100,e10_reciproca_q,3,"Sim, porque \( 6^2 + 8^2 = 36 + 64 = 100 = 10^2 \).",e11_problema_aplicado,TRUE,Perfeito. A recíproca confirma que é retângulo sem precisar medir ângulos.
EF.09.MAT.3.100,e10_corrige_reciproca,1,"Entendido, continuar ➔",e11_problema_aplicado,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e11_problema_aplicado,1,"Entendido, continuar ➔",e11_problema_escada,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e11_problema_escada,1,8 m.,e11_corrige_escada,FALSE,Você subtraiu os comprimentos direto. Precisamos trabalhar com os quadrados.
EF.09.MAT.3.100,e11_problema_escada,2,18 m.,e11_corrige_escada,FALSE,Você somou os comprimentos. Lembre-se: \( b^2 = c^2 - a^2 \).
EF.09.MAT.3.100,e11_problema_escada,3,12 m.,e12_reflexao_algebra_geometria,TRUE,"Correto: \( b^2 = 13^2 - 5^2 = 169 - 25 = 144 \), logo \( b = 12 \) m."
EF.09.MAT.3.100,e11_corrige_escada,1,"Entendido, continuar ➔",e12_reflexao_algebra_geometria,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e12_reflexao_algebra_geometria,1,"Entendido, continuar ➔",e13_sintese_final,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e13_sintese_final,1,"A fórmula \( c^2 = a^2 + b^2 \) é apenas uma receita de cálculo, sem conexão com a geometria.",e13_reforca_sintese,TRUE,Vamos revisitar essa conexão antes de concluir.
EF.09.MAT.3.100,e13_sintese_final,2,A fórmula algébrica e a demonstração geométrica por áreas são duas formas de expressar a mesma verdade: a área do quadrado da hipotenusa iguala a soma das áreas dos quadrados dos catetos.,e_final,TRUE,Excelente síntese. Você está pronto para o desafio final.
EF.09.MAT.3.100,e13_sintese_final,3,"A geometria é uma ilustração sem rigor, e só a álgebra comprova o teorema.",e13_reforca_sintese,TRUE,Tanto a álgebra quanto a geometria são formas rigorosas de demonstrar o teorema.
EF.09.MAT.3.100,e13_reforca_sintese,1,"Entendido, continuar ➔",e_final,,Vamos seguir passo a passo.
EF.09.MAT.3.100,e_final,1,"Na demonstração geométrica, \( c^2 \) representa a área do quadrado construído sobre a hipotenusa, e \( a^2 + b^2 \) representa a soma das áreas dos quadrados sobre os catetos.",,FALSE,
EF.09.MAT.3.100,e_final,2,"O Teorema de Pitágoras é válido para qualquer triângulo retângulo, inclusive quando a hipotenusa é um número irracional como \( \sqrt{2} \).",,FALSE,
EF.09.MAT.3.100,e_final,3,"Pela recíproca do teorema, se três lados satisfazem \( a^2 + b^2 = c^2 \), o triângulo é necessariamente retângulo, sem precisar medir ângulos.",,FALSE,
EF.09.MAT.3.100,e_final,4,Todas as afirmativas acima estão corretas.,,TRUE,
EF.09.MAT.3.101,e1,1,Eu travo. Vejo muitas letras e não sei por onde começar.,e2_nao_sabe,TRUE,Ótimo ponto de partida. Vamos organizar esses elementos.
EF.09.MAT.3.101,e1,2,"Eu tento aplicar direto alguma fórmula decorada, sem entender de onde veio.",e2_formula_sem_sentido,TRUE,Vamos ver de onde as fórmulas nascem.
EF.09.MAT.3.101,e1,3,"Eu sei que existe semelhança de triângulos ali, mas não consigo usar.",e2_semelhanca_confusa,TRUE,Perfeito. Vamos usar a semelhança como motor das relações.
EF.09.MAT.3.101,e1,4,"Eu me sinto confortável com relação, projeção, altura, mas às vezes confundo os símbolos.",e2_avancado,TRUE,Ótimo. Vamos sistematizar tudo bem devagar.
EF.09.MAT.3.101,e2_nao_sabe,1,"Entendido, continuar ➔",e3_figura_base,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e2_formula_sem_sentido,1,"Entendido, continuar ➔",e3_figura_base,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e2_semelhanca_confusa,1,"Entendido, continuar ➔",e3_figura_base,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e2_avancado,1,"Entendido, continuar ➔",e3_figura_base,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e3_figura_base,1,"Entendido, continuar ➔",e3_identificar_notacao,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e3_identificar_notacao,1,Catetos: \( b \) e \( c \); hipotenusa: \( a \).,e4_semelhanca_triangulos,TRUE,"Correto. \( b \) e \( c \) partem do ângulo reto, \( a = BC \) é o lado oposto."
EF.09.MAT.3.101,e3_identificar_notacao,2,Catetos: \( m \) e \( n \); hipotenusa: \( h \).,e3_corrige_notacao,FALSE,"Veja que \( m \) e \( n \) são partes da hipotenusa, e \( h \) é a altura."
EF.09.MAT.3.101,e3_identificar_notacao,3,Catetos: \( h \) e \( a \); hipotenusa: \( b \).,e3_corrige_notacao,FALSE,Repare na posição do ângulo reto e quem é o maior lado.
EF.09.MAT.3.101,e3_corrige_notacao,1,"Entendido, continuar ➔",e4_semelhanca_triangulos,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e4_semelhanca_triangulos,1,"Entendido, continuar ➔",e4_escolha_semelhanca,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e4_escolha_semelhanca,1,Apenas \( ABD \).,e4_corrige_semelhanca,FALSE,Veja que \( ADC \) também é retângulo e compartilha ângulos com \( ABC \).
EF.09.MAT.3.101,e4_escolha_semelhanca,2,Apenas \( ADC \).,e4_corrige_semelhanca,FALSE,Veja que \( ABD \) também é retângulo e compartilha ângulos com \( ABC \).
EF.09.MAT.3.101,e4_escolha_semelhanca,3,Os dois triângulos menores: \( ABD \) e \( ADC \).,e5_escreve_semelhancas,TRUE,Isso mesmo. Ambos são semelhantes a \( ABC \).
EF.09.MAT.3.101,e4_corrige_semelhanca,1,"Entendido, continuar ➔",e5_escreve_semelhancas,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e5_escreve_semelhancas,1,"Entendido, continuar ➔",e6_relacao_altura,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e6_relacao_altura,1,"Entendido, continuar ➔",e6_escolha_altura,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e6_escolha_altura,1,"No triângulo \( ABD \), como cateto entre \( c \) e \( n \).",e7_deduz_h2_mn,TRUE,Isso mesmo: \( h \) está ligado a \( n \).
EF.09.MAT.3.101,e6_escolha_altura,2,"No triângulo \( ADC \), como cateto entre \( b \) e \( m \).",e7_deduz_h2_mn,TRUE,Correto: \( h \) também está ligado a \( m \).
EF.09.MAT.3.101,e6_escolha_altura,3,Nos dois: \( h \) é cateto em \( ABD \) e em \( ADC \).,e7_deduz_h2_mn,TRUE,Exato. Vamos usar os dois para chegar em \( h^2 = m\cdot n \).
EF.09.MAT.3.101,e7_deduz_h2_mn,1,"Entendido, continuar ➔",e7_escolha_h2_mn,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e7_escolha_h2_mn,1,\( h^2 = m + n \).,e7_corrige_h2_mn,FALSE,"Essa é a soma das projeções, não o produto."
EF.09.MAT.3.101,e7_escolha_h2_mn,2,\( h^2 = m \cdot n \).,e8_aplica_h2_mn,TRUE,Correto: surge a relação \( h^2 = m\cdot n \).
EF.09.MAT.3.101,e7_escolha_h2_mn,3,\( h^2 = a^2 \).,e7_corrige_h2_mn,FALSE,"Isso seria o Teorema de Pitágoras, não a relação da altura."
EF.09.MAT.3.101,e7_corrige_h2_mn,1,"Entendido, continuar ➔",e8_aplica_h2_mn,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e8_aplica_h2_mn,1,"Entendido, continuar ➔",e8_exemplo_h2_mn,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e8_exemplo_h2_mn,1,\( h = 36 \).,e8_corrige_exemplo_h,FALSE,"36 seria \( h^2 \), não \( h \)."
EF.09.MAT.3.101,e8_exemplo_h2_mn,2,\( h = 13 \).,e8_corrige_exemplo_h,FALSE,"Você somou as projeções, mas a relação usa o produto."
EF.09.MAT.3.101,e8_exemplo_h2_mn,3,\( h = 6 \).,e9_relacao_catetos,TRUE,"Correto: \( h^2 = 4 \cdot 9 = 36 \), logo \( h = 6 \)."
EF.09.MAT.3.101,e8_corrige_exemplo_h,1,"Entendido, continuar ➔",e9_relacao_catetos,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e9_relacao_catetos,1,"Entendido, continuar ➔",e9_escolha_cateto_relacao,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e9_escolha_cateto_relacao,1,\( \frac{b}{a} = \frac{a}{b} \).,e9_corrige_cateto_relacao,FALSE,Isso não envolve \( m \).
EF.09.MAT.3.101,e9_escolha_cateto_relacao,2,\( \frac{b}{a} = \frac{m}{b} \).,e10_deduz_b2_am,TRUE,"Perfeito: isso liga \( b \), \( a \) e \( m \)."
EF.09.MAT.3.101,e9_escolha_cateto_relacao,3,\( \frac{b}{m} = \frac{a}{n} \).,e9_corrige_cateto_relacao,FALSE,Mistura \( m \) e \( n \) de forma confusa.
EF.09.MAT.3.101,e9_corrige_cateto_relacao,1,"Entendido, continuar ➔",e10_deduz_b2_am,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e10_deduz_b2_am,1,"Entendido, continuar ➔",e10_exemplo_catetos,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e10_exemplo_catetos,1,\( b = 52 \).,e10_corrige_exemplo_b,FALSE,"52 seria \( b^2 \), não \( b \)."
EF.09.MAT.3.101,e10_exemplo_catetos,2,\( b = 2\sqrt{13} \).,e11_produto_catetos,TRUE,"Correto: \( b^2 = 13 \cdot 4 = 52 \), então \( b = \sqrt{52} = 2\sqrt{13} \)."
EF.09.MAT.3.101,e10_exemplo_catetos,3,\( b = 26 \).,e10_corrige_exemplo_b,FALSE,Reveja o cálculo da raiz quadrada de 52.
EF.09.MAT.3.101,e10_corrige_exemplo_b,1,"Entendido, continuar ➔",e11_produto_catetos,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e11_produto_catetos,1,"Entendido, continuar ➔",e11_escolha_produto,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e11_escolha_produto,1,\( h = 24 \).,e11_corrige_produto,FALSE,"24 é o valor de \( b \cdot c \), ainda falta dividir por \( a \)."
EF.09.MAT.3.101,e11_escolha_produto,2,"\( h = 4{,}8 \).",e12_problema_integra,TRUE,"Correto: \( 6 \cdot 8 = 10 \cdot h \), então \( h = 48 / 10 = 4{,}8 \)."
EF.09.MAT.3.101,e11_escolha_produto,3,\( h = 7 \).,e11_corrige_produto,FALSE,Reveja a divisão: \( h = 48 / 10 \).
EF.09.MAT.3.101,e11_corrige_produto,1,"Entendido, continuar ➔",e12_problema_integra,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e12_problema_integra,1,"Entendido, continuar ➔",e12_hipotenusa_integra,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e12_hipotenusa_integra,1,\( a = 21 \).,e12_corrige_hipotenusa,FALSE,Você somou os catetos direto.
EF.09.MAT.3.101,e12_hipotenusa_integra,2,\( a = 15 \).,e13_altura_integra,TRUE,"Correto: \( a^2 = 9^2 + 12^2 = 81 + 144 = 225 \), logo \( a = 15 \)."
EF.09.MAT.3.101,e12_hipotenusa_integra,3,\( a = \sqrt{225} \).,e12_corrige_hipotenusa,FALSE,"\( \sqrt{225} = 15 \), então podemos simplificar."
EF.09.MAT.3.101,e12_corrige_hipotenusa,1,"Entendido, continuar ➔",e13_altura_integra,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e13_altura_integra,1,\( h = 36 \).,e13_corrige_altura,FALSE,Esse valor não é compatível com a dimensão do triângulo. Reveja o cálculo.
EF.09.MAT.3.101,e13_altura_integra,2,"\( h = 7{,}2 \).",e14_projecoes_integra,TRUE,"Correto: \( 9 \cdot 12 = 15 \cdot h \) -> \( 108 = 15h \) -> \( h = 108/15 = 7{,}2 \)."
EF.09.MAT.3.101,e13_altura_integra,3,\( h = 108 \).,e13_corrige_altura,FALSE,"108 é o produto dos catetos, falta dividir por \( a \)."
EF.09.MAT.3.101,e13_corrige_altura,1,"Entendido, continuar ➔",e14_projecoes_integra,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e14_projecoes_integra,1,"Entendido, continuar ➔",e14_escolha_projecoes,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e14_escolha_projecoes,1,\( m^2 + n^2 = 15 \) e \( h = m + n \).,e14_corrige_projecoes,FALSE,Misturou somas e quadrados de forma incorreta.
EF.09.MAT.3.101,e14_escolha_projecoes,2,"\( m + n = 15 \) e \( m \cdot n = h^2 = 51{,}84 \).",e15_sintese_final,TRUE,Correto. Essas são as relações que ligam altura e projeções.
EF.09.MAT.3.101,e14_escolha_projecoes,3,\( m - n = 15 \) e \( m \cdot n = h \).,e14_corrige_projecoes,FALSE,O sinal e o uso de \( h \) estão incorretos.
EF.09.MAT.3.101,e14_corrige_projecoes,1,"Entendido, continuar ➔",e15_sintese_final,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e15_sintese_final,1,São fórmulas desconectadas que precisamos decorar separadamente.,e15_reforca_sintese,TRUE,"Na verdade, todas vêm da mesma ideia de semelhança de triângulos."
EF.09.MAT.3.101,e15_sintese_final,2,"Todas as relações métricas nascem da semelhança entre os três triângulos formados pela altura da hipotenusa, combinada com o Teorema de Pitágoras.",e_final,TRUE,Excelente síntese.
EF.09.MAT.3.101,e15_sintese_final,3,Só a relação \( c^2 = a^2 + b^2 \) é importante; o resto é detalhe.,e15_reforca_sintese,TRUE,As outras relações ampliam o poder de Pitágoras em problemas mais ricos.
EF.09.MAT.3.101,e15_reforca_sintese,1,"Entendido, continuar ➔",e_final,,Vamos seguir passo a passo.
EF.09.MAT.3.101,e_final,1,A relação \( h^2 = m \cdot n \) expressa que o quadrado da altura relativa à hipotenusa é igual ao produto das projeções dos catetos sobre a hipotenusa.,,FALSE,
EF.09.MAT.3.101,e_final,2,"As relações \( b^2 = a \cdot m \) e \( c^2 = a \cdot n \) ligam cada cateto à hipotenusa e à sua projeção, e surgem de proporções de semelhança.",,FALSE,
EF.09.MAT.3.101,e_final,3,"A relação \( b \cdot c = a \cdot h \) conecta o produto dos catetos com o produto da hipotenusa pela altura, sendo útil para encontrar \( h \) quando conhecemos \( a \), \( b \) e \( c \).",,FALSE,
EF.09.MAT.3.101,e_final,4,Todas as afirmativas acima estão corretas.,,TRUE,
EF.09.MAT.3.99,e1,1,"Só penso que eles têm 'formato parecido', sem saber a definição.",e2_formato_parecido,TRUE,Vamos transformar esse 'parecido' em algo matemático.
EF.09.MAT.3.99,e1,2,"Acho que são congruentes (iguais), não vejo diferença.",e2_confunde_congruencia,TRUE,Vamos separar semelhança de congruência.
EF.09.MAT.3.99,e1,3,"Sei que tem relação com ângulos e lados proporcionais, mas não lembro as condições.",e2_sabe_meio,TRUE,"Ótimo; vamos organizar as condições AA, LAL e LLL."
EF.09.MAT.3.99,e1,4,"Me sinto seguro com semelhança, mas às vezes erro na identificação dos lados correspondentes.",e2_avancado,TRUE,Perfeito; vamos treinar esse detalhe.
EF.09.MAT.3.99,e2_formato_parecido,1,"Entendido, continuar ➔",e3_intuicao_semelhanca,,Vamos seguir passo a passo.
EF.09.MAT.3.99,e2_confunde_congruencia,1,"Entendido, continuar ➔",e3_intuicao_semelhanca,,Vamos seguir passo a passo.
EF.09.MAT.3.99,e2_sabe_meio,1,"Entendido, continuar ➔",e3_intuicao_semelhanca,,Vamos seguir passo a passo.
EF.09.MAT.3.99,e2_avancado,1,"Entendido, continuar ➔",e3_intuicao_semelhanca,,Vamos seguir passo a passo.
EF.09.MAT.3.99,e3_intuicao_semelhanca,1,"Entendido, continuar ➔",e3_imagem_basica,,Vamos seguir passo a passo.
EF.09.MAT.3.99,e3_imagem_basica,1,"Os ângulos podem mudar, desde que os lados sejam múltiplos.",e3_corrige_imagem,FALSE,"Se os ângulos mudam, a forma muda; deixamos de ter semelhança."
